age,gender,department,job_title,years_at_company,satisfaction_level,attrition,age_minus_tenure,maturity_satisfaction_interaction,loyalty_satisfaction_score
47,Female,IT,Assistant,19.0,0.6,0,28.0,28.2,11.4
21,Female,Sales,Manager,20.0,0.6,1,1.0,12.6,12.0
25,Female,Sales,Manager,8.0,0.6,0,17.0,15.0,4.8
47,Male,Marketing,Analyst,21.5,0.4,0,25.5,18.8,8.6
47,Male,Sales,Assistant,19.0,0.6,1,28.0,28.2,11.4
39,Female,Sales,Manager,5.0,0.4,0,34.0,15.600000000000001,2.0
49,Male,Finance,Analyst,11.0,0.4,0,38.0,19.6,4.4
30,Male,IT,Assistant,15.0,1.0,0,15.0,30.0,15.0
47,Male,Finance,Executive,8.0,0.4,1,39.0,18.8,3.2
44,Male,Finance,Executive,19.0,0.4,0,25.0,17.6,7.6000000000000005
58,Female,HR,Analyst,21.5,0.6,0,36.5,34.8,12.9
52,Male,Finance,Executive,21.5,0.4,0,30.5,20.8,8.6
20,Male,Marketing,Manager,8.0,0.8,0,12.0,16.0,6.4
46,Male,Marketing,Assistant,21.5,0.6,0,24.5,27.599999999999998,12.9
32,Male,HR,Manager,21.5,0.2,0,10.5,6.4,4.3
22,Female,IT,Manager,19.0,0.6,0,3.0,13.2,11.4
58,Female,IT,Executive,18.0,0.4,0,40.0,23.200000000000003,7.2
25,Male,Finance,Manager,10.0,0.8,0,15.0,20.0,8.0
27,Male,Finance,Executive,21.5,0.6,1,5.5,16.2,12.9
46,Male,Finance,Assistant,7.0,0.8,0,39.0,36.800000000000004,5.6000000000000005
28,Male,IT,Assistant,21.5,0.2,1,6.5,5.6000000000000005,4.3
56,Male,Sales,Manager,9.0,0.2,0,47.0,11.200000000000001,1.8
52,Male,Marketing,Analyst,1.0,1.0,0,51.0,52.0,1.0
43,Female,Sales,Executive,19.0,1.0,1,24.0,43.0,19.0
34,Male,Sales,Executive,5.0,0.6,0,29.0,20.4,3.0
51,Female,IT,Manager,19.0,1.0,0,32.0,51.0,19.0
51,Female,Sales,Executive,1.0,0.8,0,50.0,40.800000000000004,0.8
43,Male,HR,Executive,15.0,1.0,1,28.0,43.0,15.0
31,Female,Finance,Analyst,16.0,0.8,0,15.0,24.8,12.8
58,Female,HR,Analyst,21.5,1.0,1,36.5,58.0,21.5
21,Female,Marketing,Manager,7.0,1.0,0,14.0,21.0,7.0
22,Female,Finance,Analyst,21.5,1.0,0,0.5,22.0,21.5
56,Female,Sales,Manager,12.0,0.4,0,44.0,22.400000000000002,4.800000000000001
36,Female,Marketing,Assistant,8.0,0.4,1,28.0,14.4,3.2
21,Male,Finance,Manager,5.0,1.0,0,16.0,21.0,5.0
21,Female,Sales,Assistant,10.0,0.8,0,11.0,16.8,8.0
47,Female,HR,Manager,21.5,0.6,0,25.5,28.2,12.9
42,Female,Finance,Executive,21.0,0.2,1,21.0,8.4,4.2
56,Male,Sales,Analyst,5.0,0.4,0,51.0,22.400000000000002,2.0
51,Female,HR,Assistant,17.0,1.0,1,34.0,51.0,17.0
52,Male,Marketing,Manager,21.5,0.2,0,30.5,10.4,4.3
20,Female,Marketing,Analyst,5.0,0.4,0,15.0,8.0,2.0
38,Male,Marketing,Manager,21.5,0.6,0,16.5,22.8,12.9
21,Male,Marketing,Analyst,15.0,0.8,0,6.0,16.8,12.0
45,Female,IT,Analyst,13.0,1.0,0,32.0,45.0,13.0
51,Female,Finance,Manager,21.5,0.6,0,29.5,30.599999999999998,12.9
25,Male,Finance,Assistant,1.0,0.4,0,24.0,10.0,0.4
51,Female,IT,Assistant,11.0,1.0,0,40.0,51.0,11.0
23,Male,Sales,Executive,21.5,0.2,0,1.5,4.6000000000000005,4.3
30,Male,Sales,Analyst,1.0,0.8,0,29.0,24.0,0.8
36,Male,Marketing,Executive,11.0,0.4,1,25.0,14.4,4.4
57,Male,HR,Executive,18.0,0.8,0,39.0,45.6,14.4
43,Male,Sales,Manager,18.0,1.0,1,25.0,43.0,18.0
24,Female,HR,Manager,21.0,0.6,0,3.0,14.399999999999999,12.6
53,Male,Finance,Manager,21.5,0.8,0,31.5,42.400000000000006,17.2
25,Male,HR,Analyst,16.0,0.2,0,9.0,5.0,3.2
41,Female,Finance,Manager,13.0,0.4,0,28.0,16.400000000000002,5.2
30,Male,IT,Manager,7.0,0.2,0,23.0,6.0,1.4000000000000001
35,Female,IT,Analyst,1.0,0.8,1,34.0,28.0,0.8
52,Female,Marketing,Analyst,21.5,0.6,0,30.5,31.2,12.9
28,Female,Sales,Assistant,16.0,0.6,0,12.0,16.8,9.6
25,Male,Marketing,Manager,1.0,0.2,0,24.0,5.0,0.2
35,Male,Finance,Manager,17.0,1.0,1,18.0,35.0,17.0
48,Male,Marketing,Manager,6.0,1.0,0,42.0,48.0,6.0
22,Female,HR,Assistant,2.0,0.6,0,20.0,13.2,1.2
39,Male,Finance,Manager,17.0,0.2,0,22.0,7.800000000000001,3.4000000000000004
55,Female,IT,Assistant,6.0,0.2,0,49.0,11.0,1.2000000000000002
38,Male,Sales,Executive,14.0,0.2,1,24.0,7.6000000000000005,2.8000000000000003
45,Female,Finance,Assistant,18.0,0.8,0,27.0,36.0,14.4
22,Male,Finance,Executive,6.0,1.0,0,16.0,22.0,6.0
38,Male,HR,Manager,10.0,1.0,0,28.0,38.0,10.0
39,Male,Sales,Executive,21.5,0.8,1,17.5,31.200000000000003,17.2
51,Female,IT,Assistant,18.0,0.4,0,33.0,20.400000000000002,7.2
26,Female,Finance,Analyst,21.5,0.8,0,4.5,20.8,17.2
52,Male,Finance,Executive,9.0,0.2,0,43.0,10.4,1.8
59,Male,HR,Executive,8.0,0.8,0,51.0,47.2,6.4
58,Female,Marketing,Manager,21.5,0.2,1,36.5,11.600000000000001,4.3
37,Female,IT,Assistant,10.0,0.6,0,27.0,22.2,6.0
59,Female,Sales,Executive,17.0,0.2,0,42.0,11.8,3.4000000000000004
20,Male,Finance,Executive,21.5,1.0,0,-1.5,20.0,21.5
30,Female,Finance,Executive,21.5,0.8,0,8.5,24.0,17.2
47,Male,IT,Executive,21.5,0.2,0,25.5,9.4,4.3
44,Female,Marketing,Analyst,6.0,0.4,0,38.0,17.6,2.4000000000000004
42,Male,Finance,Assistant,14.0,0.6,0,28.0,25.2,8.4
50,Female,IT,Manager,21.5,0.4,0,28.5,20.0,8.6
49,Female,HR,Manager,21.5,0.4,0,27.5,19.6,8.6
54,Female,Marketing,Analyst,6.0,0.4,0,48.0,21.6,2.4000000000000004
26,Female,Sales,Assistant,21.5,0.6,0,4.5,15.6,12.9
35,Female,Finance,Executive,7.0,0.6,0,28.0,21.0,4.2
45,Male,IT,Analyst,12.0,0.6,0,33.0,27.0,7.199999999999999
21,Female,HR,Assistant,3.0,0.6,0,18.0,12.6,1.7999999999999998
20,Female,Sales,Executive,14.0,0.4,1,6.0,8.0,5.6000000000000005
31,Female,IT,Analyst,21.5,1.0,0,9.5,31.0,21.5
24,Male,IT,Assistant,19.0,1.0,1,5.0,24.0,19.0
56,Female,Sales,Manager,21.5,0.6,0,34.5,33.6,12.9
51,Male,HR,Manager,16.0,0.8,0,35.0,40.800000000000004,12.8
28,Female,HR,Assistant,7.0,0.2,0,21.0,5.6000000000000005,1.4000000000000001
54,Female,Marketing,Manager,8.0,0.8,1,46.0,43.2,6.4
38,Male,Finance,Assistant,18.0,0.8,0,20.0,30.400000000000002,14.4
35,Female,Sales,Executive,21.5,0.8,0,13.5,28.0,17.2
22,Male,Sales,Assistant,13.0,1.0,0,9.0,22.0,13.0
39,Male,Sales,Executive,21.0,0.2,0,18.0,7.800000000000001,4.2
43,Female,HR,Analyst,9.0,0.8,1,34.0,34.4,7.2
52,Male,Finance,Assistant,10.0,0.6,0,42.0,31.2,6.0
43,Female,Marketing,Analyst,21.0,1.0,0,22.0,43.0,21.0
30,Female,IT,Manager,21.5,0.6,0,8.5,18.0,12.9
27,Male,IT,Executive,21.5,0.6,0,5.5,16.2,12.9
55,Male,Sales,Assistant,9.0,0.8,0,46.0,44.0,7.2
57,Male,Finance,Analyst,15.0,0.6,0,42.0,34.199999999999996,9.0
59,Male,HR,Executive,20.0,0.2,0,39.0,11.8,4.0
39,Female,Finance,Executive,2.0,0.6,0,37.0,23.4,1.2
54,Female,Finance,Manager,21.5,0.8,0,32.5,43.2,17.2
44,Male,HR,Manager,13.0,0.6,0,31.0,26.4,7.8
54,Female,Sales,Executive,2.0,1.0,0,52.0,54.0,2.0
44,Female,Finance,Executive,19.0,1.0,0,25.0,44.0,19.0
48,Female,IT,Assistant,21.5,1.0,0,26.5,48.0,21.5
37,Female,HR,Executive,2.0,0.4,0,35.0,14.8,0.8
37,Male,Marketing,Assistant,3.0,1.0,0,34.0,37.0,3.0
21,Male,Sales,Executive,6.0,1.0,0,15.0,21.0,6.0
54,Female,HR,Manager,3.0,0.4,0,51.0,21.6,1.2000000000000002
35,Male,Marketing,Assistant,10.0,1.0,0,25.0,35.0,10.0
55,Male,Marketing,Analyst,21.5,0.8,0,33.5,44.0,17.2
52,Male,Finance,Manager,21.5,1.0,0,30.5,52.0,21.5
23,Female,Finance,Assistant,6.0,1.0,0,17.0,23.0,6.0
52,Female,Finance,Assistant,21.5,0.4,1,30.5,20.8,8.6
33,Female,HR,Analyst,16.0,0.8,0,17.0,26.400000000000002,12.8
40,Male,HR,Assistant,17.0,0.6,1,23.0,24.0,10.2
39,Female,Sales,Executive,19.0,0.2,0,20.0,7.800000000000001,3.8000000000000003
27,Female,Finance,Analyst,3.0,0.8,0,24.0,21.6,2.4000000000000004
26,Male,Marketing,Manager,18.0,0.6,1,8.0,15.6,10.799999999999999
22,Female,IT,Manager,7.0,0.8,0,15.0,17.6,5.6000000000000005
36,Female,Sales,Executive,9.0,0.6,0,27.0,21.599999999999998,5.3999999999999995
52,Male,HR,Manager,20.0,0.6,0,32.0,31.2,12.0
31,Male,Sales,Assistant,12.0,0.8,0,19.0,24.8,9.600000000000001
41,Male,Sales,Assistant,5.0,0.4,0,36.0,16.400000000000002,2.0
41,Female,Sales,Executive,3.0,0.8,0,38.0,32.800000000000004,2.4000000000000004
49,Female,Sales,Manager,11.0,0.8,0,38.0,39.2,8.8
57,Female,IT,Manager,21.5,0.6,0,35.5,34.199999999999996,12.9
57,Male,Finance,Executive,4.0,0.2,0,53.0,11.4,0.8
27,Male,Marketing,Analyst,5.0,0.6,0,22.0,16.2,3.0
46,Female,Sales,Manager,1.0,1.0,0,45.0,46.0,1.0
46,Female,Sales,Analyst,21.5,0.8,0,24.5,36.800000000000004,17.2
53,Male,Sales,Manager,21.5,0.8,0,31.5,42.400000000000006,17.2
40,Male,Finance,Manager,21.5,0.4,0,18.5,16.0,8.6
49,Male,HR,Manager,18.0,0.6,0,31.0,29.4,10.799999999999999
52,Male,HR,Manager,12.0,0.4,1,40.0,20.8,4.800000000000001
47,Female,IT,Assistant,13.0,0.8,0,34.0,37.6,10.4
52,Male,HR,Analyst,9.0,0.6,0,43.0,31.2,5.3999999999999995
24,Female,Sales,Analyst,2.0,0.6,0,22.0,14.399999999999999,1.2
38,Female,Sales,Manager,5.0,1.0,0,33.0,38.0,5.0
23,Female,Sales,Manager,13.0,1.0,1,10.0,23.0,13.0
54,Male,IT,Analyst,16.0,0.2,1,38.0,10.8,3.2
36,Male,Sales,Assistant,16.0,1.0,0,20.0,36.0,16.0
47,Male,HR,Executive,21.5,0.6,0,25.5,28.2,12.9
49,Male,Finance,Executive,3.0,1.0,0,46.0,49.0,3.0
48,Female,Finance,Analyst,21.5,0.2,0,26.5,9.600000000000001,4.3
25,Male,Marketing,Manager,4.0,0.8,0,21.0,20.0,3.2
54,Male,HR,Manager,11.0,1.0,0,43.0,54.0,11.0
56,Female,Sales,Assistant,21.5,0.6,0,34.5,33.6,12.9
43,Male,Finance,Executive,21.5,0.8,0,21.5,34.4,17.2
48,Female,HR,Assistant,14.0,0.6,0,34.0,28.799999999999997,8.4
50,Female,Finance,Executive,21.5,0.8,1,28.5,40.0,17.2
54,Female,Sales,Analyst,3.0,0.6,0,51.0,32.4,1.7999999999999998
52,Female,Finance,Executive,16.0,1.0,0,36.0,52.0,16.0
40,Female,Marketing,Assistant,21.5,1.0,0,18.5,40.0,21.5
51,Female,Marketing,Assistant,15.0,0.2,0,36.0,10.200000000000001,3.0
42,Female,Finance,Assistant,21.5,0.8,0,20.5,33.6,17.2
52,Female,HR,Analyst,10.0,0.2,1,42.0,10.4,2.0
22,Male,HR,Executive,9.0,0.4,1,13.0,8.8,3.6
37,Male,HR,Executive,11.0,1.0,0,26.0,37.0,11.0
44,Male,Finance,Assistant,16.0,0.8,0,28.0,35.2,12.8
50,Male,HR,Executive,10.0,0.2,0,40.0,10.0,2.0
22,Female,Sales,Manager,17.0,0.2,0,5.0,4.4,3.4000000000000004
59,Male,Marketing,Manager,19.0,0.4,0,40.0,23.6,7.6000000000000005
43,Female,Sales,Manager,2.0,0.2,0,41.0,8.6,0.4
51,Male,HR,Executive,21.5,0.6,0,29.5,30.599999999999998,12.9
41,Male,Sales,Analyst,21.5,1.0,1,19.5,41.0,21.5
42,Male,HR,Analyst,2.0,0.2,1,40.0,8.4,0.4
21,Female,Finance,Analyst,6.0,0.2,0,15.0,4.2,1.2000000000000002
46,Male,Sales,Analyst,19.0,0.4,0,27.0,18.400000000000002,7.6000000000000005
21,Female,Finance,Manager,8.0,0.6,0,13.0,12.6,4.8
45,Female,Finance,Manager,21.5,0.2,0,23.5,9.0,4.3
36,Male,IT,Assistant,21.5,1.0,0,14.5,36.0,21.5
59,Male,HR,Executive,3.0,1.0,0,56.0,59.0,3.0
52,Male,Marketing,Executive,21.5,0.2,0,30.5,10.4,4.3
28,Female,HR,Analyst,14.0,0.6,1,14.0,16.8,8.4
58,Male,Marketing,Manager,21.5,1.0,1,36.5,58.0,21.5
48,Female,HR,Analyst,16.0,1.0,0,32.0,48.0,16.0
45,Female,Finance,Assistant,1.0,0.6,0,44.0,27.0,0.6
54,Male,Sales,Executive,21.0,0.6,1,33.0,32.4,12.6
44,Male,Sales,Executive,3.0,0.2,1,41.0,8.8,0.6000000000000001
43,Female,IT,Analyst,21.5,0.8,0,21.5,34.4,17.2
32,Female,Marketing,Assistant,21.5,0.4,0,10.5,12.8,8.6
26,Female,Marketing,Executive,18.0,0.8,0,8.0,20.8,14.4
55,Male,Marketing,Assistant,9.0,0.8,1,46.0,44.0,7.2
39,Female,Finance,Assistant,6.0,1.0,0,33.0,39.0,6.0
20,Male,Marketing,Analyst,21.5,0.6,0,-1.5,12.0,12.9
27,Female,Sales,Manager,21.0,1.0,0,6.0,27.0,21.0
35,Female,Finance,Analyst,21.5,0.4,0,13.5,14.0,8.6
33,Male,HR,Manager,1.0,0.2,0,32.0,6.6000000000000005,0.2
31,Female,Marketing,Assistant,21.0,0.4,0,10.0,12.4,8.4
42,Male,Marketing,Manager,21.5,1.0,0,20.5,42.0,21.5
34,Male,HR,Assistant,10.0,1.0,0,24.0,34.0,10.0
47,Female,Marketing,Executive,21.5,1.0,0,25.5,47.0,21.5
53,Male,HR,Executive,6.0,1.0,0,47.0,53.0,6.0
21,Male,Finance,Executive,21.5,0.8,0,-0.5,16.8,17.2
51,Female,Sales,Analyst,12.0,0.2,0,39.0,10.200000000000001,2.4000000000000004
42,Male,HR,Analyst,4.0,0.8,0,38.0,33.6,3.2
41,Male,IT,Assistant,21.5,1.0,0,19.5,41.0,21.5
44,Male,HR,Executive,13.0,0.6,1,31.0,26.4,7.8
41,Female,Marketing,Analyst,17.0,0.8,1,24.0,32.800000000000004,13.600000000000001
41,Male,Finance,Executive,21.5,1.0,0,19.5,41.0,21.5
25,Female,Finance,Analyst,8.0,1.0,0,17.0,25.0,8.0
34,Female,HR,Manager,21.5,0.2,0,12.5,6.800000000000001,4.3
56,Male,Sales,Manager,20.0,0.4,0,36.0,22.400000000000002,8.0
52,Male,IT,Executive,3.0,0.8,0,49.0,41.6,2.4000000000000004
27,Male,Finance,Assistant,12.0,0.8,0,15.0,21.6,9.600000000000001
24,Female,Marketing,Analyst,7.0,0.8,0,17.0,19.200000000000003,5.6000000000000005
58,Male,Marketing,Analyst,12.0,1.0,1,46.0,58.0,12.0
23,Male,Sales,Manager,2.0,0.2,0,21.0,4.6000000000000005,0.4
25,Male,Finance,Manager,21.5,1.0,0,3.5,25.0,21.5
51,Male,HR,Assistant,14.0,1.0,1,37.0,51.0,14.0
49,Male,Marketing,Assistant,21.5,0.6,0,27.5,29.4,12.9
54,Female,Sales,Assistant,21.5,0.2,0,32.5,10.8,4.3
59,Female,Finance,Executive,5.0,0.8,0,54.0,47.2,4.0
35,Male,Finance,Manager,9.0,0.4,0,26.0,14.0,3.6
32,Male,Finance,Executive,21.0,0.8,1,11.0,25.6,16.8
49,Male,Finance,Manager,11.0,1.0,1,38.0,49.0,11.0
38,Male,Finance,Manager,5.0,0.2,0,33.0,7.6000000000000005,1.0
36,Female,Marketing,Analyst,3.0,0.2,0,33.0,7.2,0.6000000000000001
38,Male,Sales,Manager,21.5,0.2,0,16.5,7.6000000000000005,4.3
47,Female,Finance,Manager,17.0,0.6,0,30.0,28.2,10.2
45,Female,IT,Executive,2.0,0.8,0,43.0,36.0,1.6
56,Male,IT,Manager,21.5,0.6,1,34.5,33.6,12.9
45,Female,Sales,Executive,1.0,0.4,0,44.0,18.0,0.4
42,Female,HR,Assistant,7.0,1.0,0,35.0,42.0,7.0
28,Female,HR,Manager,14.0,0.6,0,14.0,16.8,8.4
31,Female,HR,Manager,5.0,0.6,1,26.0,18.599999999999998,3.0
20,Male,IT,Executive,19.0,1.0,0,1.0,20.0,19.0
20,Male,HR,Assistant,21.5,0.2,1,-1.5,4.0,4.3
53,Female,Marketing,Analyst,21.5,1.0,0,31.5,53.0,21.5
51,Male,Finance,Assistant,11.0,0.8,0,40.0,40.800000000000004,8.8
44,Male,IT,Executive,21.5,1.0,1,22.5,44.0,21.5
59,Male,Sales,Assistant,21.5,0.2,0,37.5,11.8,4.3
20,Male,Sales,Executive,2.0,1.0,0,18.0,20.0,2.0
35,Male,Finance,Executive,8.0,0.6,0,27.0,21.0,4.8
58,Female,IT,Analyst,9.0,0.4,0,49.0,23.200000000000003,3.6
24,Male,HR,Manager,21.5,0.6,0,2.5,14.399999999999999,12.9
41,Male,HR,Executive,3.0,0.4,0,38.0,16.400000000000002,1.2000000000000002
48,Male,Marketing,Executive,2.0,1.0,1,46.0,48.0,2.0
22,Male,Marketing,Analyst,7.0,0.8,0,15.0,17.6,5.6000000000000005
31,Female,HR,Executive,5.0,1.0,1,26.0,31.0,5.0
45,Female,Sales,Manager,21.0,0.2,0,24.0,9.0,4.2
35,Female,Sales,Analyst,21.5,1.0,0,13.5,35.0,21.5
56,Female,Marketing,Manager,5.0,0.4,1,51.0,22.400000000000002,2.0
41,Male,Finance,Manager,20.0,0.6,1,21.0,24.599999999999998,12.0
48,Female,HR,Analyst,13.0,0.8,0,35.0,38.400000000000006,10.4
33,Male,Marketing,Executive,21.0,1.0,0,12.0,33.0,21.0
47,Male,Marketing,Manager,21.5,1.0,0,25.5,47.0,21.5
24,Male,HR,Manager,20.0,0.6,0,4.0,14.399999999999999,12.0
49,Male,HR,Manager,21.5,0.8,0,27.5,39.2,17.2
24,Male,Sales,Manager,6.0,1.0,0,18.0,24.0,6.0
31,Female,Finance,Analyst,20.0,1.0,0,11.0,31.0,20.0
35,Female,Finance,Analyst,18.0,0.4,0,17.0,14.0,7.2
45,Female,HR,Assistant,21.5,0.4,1,23.5,18.0,8.6
45,Female,IT,Assistant,2.0,0.2,0,43.0,9.0,0.4
40,Male,Marketing,Manager,21.5,0.6,0,18.5,24.0,12.9
58,Female,Marketing,Executive,21.5,0.8,1,36.5,46.400000000000006,17.2
55,Male,HR,Manager,6.0,1.0,1,49.0,55.0,6.0
52,Female,IT,Executive,9.0,1.0,0,43.0,52.0,9.0
49,Male,Sales,Manager,21.5,0.2,0,27.5,9.8,4.3
56,Male,HR,Assistant,3.0,1.0,1,53.0,56.0,3.0
42,Female,HR,Assistant,1.0,0.6,1,41.0,25.2,0.6
29,Male,Marketing,Executive,1.0,0.2,1,28.0,5.800000000000001,0.2
24,Male,HR,Manager,19.0,0.6,0,5.0,14.399999999999999,11.4
55,Female,HR,Executive,5.0,0.2,0,50.0,11.0,1.0
53,Male,HR,Assistant,13.0,1.0,0,40.0,53.0,13.0
50,Female,Marketing,Manager,19.0,0.2,1,31.0,10.0,3.8000000000000003
29,Female,Sales,Manager,12.0,0.4,0,17.0,11.600000000000001,4.800000000000001
38,Female,Sales,Executive,16.0,0.8,1,22.0,30.400000000000002,12.8
51,Male,HR,Analyst,21.5,1.0,0,29.5,51.0,21.5
20,Male,Marketing,Executive,21.5,0.8,0,-1.5,16.0,17.2
24,Male,Sales,Assistant,19.0,1.0,0,5.0,24.0,19.0
23,Female,Sales,Assistant,3.0,0.8,0,20.0,18.400000000000002,2.4000000000000004
35,Male,Sales,Assistant,12.0,0.4,1,23.0,14.0,4.800000000000001
43,Female,Marketing,Assistant,5.0,0.8,0,38.0,34.4,4.0
35,Female,Marketing,Assistant,2.0,0.2,0,33.0,7.0,0.4
21,Male,HR,Analyst,21.5,0.8,0,-0.5,16.8,17.2
47,Female,Finance,Manager,7.0,1.0,0,40.0,47.0,7.0
51,Male,Sales,Executive,13.0,0.6,0,38.0,30.599999999999998,7.8
46,Male,Finance,Executive,21.5,0.8,0,24.5,36.800000000000004,17.2
39,Male,Marketing,Assistant,15.0,0.8,0,24.0,31.200000000000003,12.0
43,Male,Marketing,Executive,21.5,0.8,0,21.5,34.4,17.2
31,Male,Marketing,Assistant,3.0,1.0,0,28.0,31.0,3.0
54,Female,Finance,Analyst,21.5,0.8,1,32.5,43.2,17.2
52,Female,Marketing,Analyst,21.0,1.0,0,31.0,52.0,21.0
52,Female,HR,Manager,20.0,1.0,0,32.0,52.0,20.0
56,Male,Marketing,Analyst,5.0,0.6,0,51.0,33.6,3.0
31,Male,IT,Analyst,21.5,0.2,0,9.5,6.2,4.3
22,Male,Finance,Manager,8.0,1.0,1,14.0,22.0,8.0
20,Female,IT,Executive,21.5,0.4,0,-1.5,8.0,8.6
52,Male,Marketing,Assistant,1.0,0.8,0,51.0,41.6,0.8
59,Female,HR,Assistant,8.0,0.4,0,51.0,23.6,3.2
29,Female,Sales,Executive,21.5,0.8,0,7.5,23.200000000000003,17.2
48,Male,Marketing,Manager,18.0,0.6,0,30.0,28.799999999999997,10.799999999999999
32,Male,HR,Executive,20.0,1.0,0,12.0,32.0,20.0
31,Female,Finance,Analyst,21.5,0.2,0,9.5,6.2,4.3
50,Male,IT,Manager,16.0,1.0,0,34.0,50.0,16.0
21,Female,IT,Manager,18.0,0.8,0,3.0,16.8,14.4
54,Male,IT,Manager,20.0,0.2,0,34.0,10.8,4.0
42,Male,Finance,Assistant,12.0,1.0,0,30.0,42.0,12.0
36,Female,HR,Executive,13.0,0.2,0,23.0,7.2,2.6
45,Male,Finance,Manager,13.0,0.8,1,32.0,36.0,10.4
27,Female,IT,Manager,10.0,0.6,0,17.0,16.2,6.0
48,Male,Marketing,Manager,7.0,0.6,0,41.0,28.799999999999997,4.2
45,Female,Sales,Executive,21.5,1.0,0,23.5,45.0,21.5
29,Female,Finance,Assistant,14.0,0.4,1,15.0,11.600000000000001,5.6000000000000005
45,Male,Finance,Analyst,21.5,0.8,0,23.5,36.0,17.2
53,Female,HR,Assistant,16.0,1.0,0,37.0,53.0,16.0
26,Male,HR,Manager,15.0,1.0,0,11.0,26.0,15.0
23,Male,Finance,Assistant,12.0,0.6,0,11.0,13.799999999999999,7.199999999999999
30,Male,IT,Assistant,9.0,0.2,0,21.0,6.0,1.8
48,Female,Sales,Analyst,8.0,0.8,0,40.0,38.400000000000006,6.4
55,Female,HR,Executive,18.0,0.2,0,37.0,11.0,3.6
44,Male,IT,Executive,21.5,0.8,0,22.5,35.2,17.2
40,Male,Marketing,Assistant,18.0,0.4,0,22.0,16.0,7.2
55,Female,HR,Assistant,13.0,0.6,0,42.0,33.0,7.8
29,Male,IT,Executive,21.5,0.4,1,7.5,11.600000000000001,8.6
56,Male,IT,Executive,21.5,1.0,1,34.5,56.0,21.5
28,Female,Sales,Analyst,18.0,0.6,0,10.0,16.8,10.799999999999999
43,Male,Sales,Manager,15.0,1.0,0,28.0,43.0,15.0
54,Female,Marketing,Assistant,4.0,0.4,0,50.0,21.6,1.6
54,Male,IT,Executive,17.0,0.8,0,37.0,43.2,13.600000000000001
55,Female,IT,Assistant,5.0,1.0,0,50.0,55.0,5.0
37,Male,Sales,Assistant,21.5,0.2,0,15.5,7.4,4.3
58,Male,HR,Executive,16.0,0.8,0,42.0,46.400000000000006,12.8
51,Female,HR,Analyst,9.0,0.8,0,42.0,40.800000000000004,7.2
43,Male,Finance,Assistant,10.0,0.4,0,33.0,17.2,4.0
42,Female,Sales,Analyst,21.5,0.4,0,20.5,16.8,8.6
51,Male,Finance,Executive,18.0,0.6,0,33.0,30.599999999999998,10.799999999999999
56,Female,Sales,Manager,17.0,0.6,1,39.0,33.6,10.2
31,Female,Marketing,Manager,18.0,0.2,0,13.0,6.2,3.6
32,Female,IT,Assistant,7.0,0.8,1,25.0,25.6,5.6000000000000005
42,Female,Marketing,Executive,4.0,0.2,0,38.0,8.4,0.8
44,Male,Sales,Analyst,21.5,0.2,0,22.5,8.8,4.3
54,Male,IT,Assistant,5.0,0.4,1,49.0,21.6,2.0
49,Female,HR,Executive,21.5,0.2,0,27.5,9.8,4.3
36,Female,HR,Executive,21.5,0.2,0,14.5,7.2,4.3
39,Female,Finance,Analyst,16.0,1.0,0,23.0,39.0,16.0
44,Male,Sales,Assistant,3.0,0.6,1,41.0,26.4,1.7999999999999998
41,Male,Sales,Executive,21.5,0.6,0,19.5,24.599999999999998,12.9
32,Male,HR,Executive,18.0,0.8,0,14.0,25.6,14.4
38,Male,Marketing,Executive,21.5,0.6,0,16.5,22.8,12.9
55,Female,IT,Analyst,21.5,0.8,1,33.5,44.0,17.2
31,Female,Marketing,Assistant,21.0,1.0,0,10.0,31.0,21.0
38,Female,Marketing,Assistant,14.0,0.6,0,24.0,22.8,8.4
31,Male,HR,Assistant,15.0,1.0,0,16.0,31.0,15.0
28,Male,HR,Assistant,17.0,0.6,0,11.0,16.8,10.2
26,Male,HR,Manager,1.0,0.6,0,25.0,15.6,0.6
47,Female,Finance,Manager,21.5,1.0,0,25.5,47.0,21.5
33,Female,Marketing,Assistant,21.0,0.2,0,12.0,6.6000000000000005,4.2
50,Male,Sales,Analyst,17.0,0.2,1,33.0,10.0,3.4000000000000004
38,Female,IT,Manager,21.5,0.2,1,16.5,7.6000000000000005,4.3
35,Male,Finance,Executive,21.5,0.2,0,13.5,7.0,4.3
24,Male,Sales,Manager,11.0,0.6,1,13.0,14.399999999999999,6.6
54,Female,Marketing,Executive,17.0,0.4,0,37.0,21.6,6.800000000000001
31,Male,HR,Assistant,21.5,1.0,1,9.5,31.0,21.5
44,Female,Marketing,Manager,14.0,0.4,0,30.0,17.6,5.6000000000000005
40,Male,IT,Analyst,21.5,0.4,0,18.5,16.0,8.6
55,Female,Finance,Manager,20.0,0.8,0,35.0,44.0,16.0
42,Female,Finance,Manager,19.0,0.2,0,23.0,8.4,3.8000000000000003
35,Female,IT,Manager,21.0,0.6,0,14.0,21.0,12.6
58,Male,Sales,Assistant,7.0,0.2,0,51.0,11.600000000000001,1.4000000000000001
58,Male,Sales,Analyst,21.5,0.2,0,36.5,11.600000000000001,4.3
33,Female,Finance,Manager,13.0,0.4,0,20.0,13.200000000000001,5.2
50,Female,Finance,Analyst,18.0,0.8,1,32.0,40.0,14.4
24,Male,HR,Assistant,21.5,0.2,0,2.5,4.800000000000001,4.3
